sweep_id,step,train_loss,val_loss
M0,4919.0,0.6444589495658875,
M0,5067.0,0.6662395596504211,
M0,5085.0,0.6109192371368408,
M0,5099.0,0.5147902965545654,
M0,5127.0,0.6252827644348145,
M0,5181.0,0.4220225214958191,
M0,5249.0,0.507736325263977,
M0,5325.0,0.5715060234069824,
M0,5345.0,0.44661572575569153,
M0,5415.0,0.5698964595794678,
M0,5465.0,0.5103030204772949,
M0,5505.0,0.59305340051651,
M0,5631.0,0.545956015586853,
M0,5643.0,0.7064535617828369,
M0,5667.0,0.5845285058021545,
M0,5673.0,0.6411133408546448,
M0,5749.0,0.5731503367424011,
M0,5823.0,0.7211810350418091,
M0,5917.0,0.5738722085952759,
M0,5951.0,0.4930386543273926,
M0,6007.0,0.5611193776130676,
M0,6059.0,0.5413503050804138,
M0,6137.0,0.4980679750442505,
M0,6147.0,0.5160052180290222,
M0,6183.0,0.5460367202758789,
M0,6193.0,0.4653518497943878,
M0,6235.0,0.4182833433151245,
M0,6243.0,0.6085115075111389,
M0,6249.0,0.5437872409820557,
M0,6327.0,0.5461434721946716,
M0,6335.0,0.5118982791900635,
M0,6431.0,0.48412245512008667,
M0,6547.0,0.5861130356788635,
M0,6549.0,0.5221512913703918,
M0,6613.0,0.35005539655685425,
M0,6633.0,0.5131245851516724,
M0,6671.0,0.3816058337688446,
M0,6683.0,0.5641471743583679,
M0,6713.0,0.5325859189033508,
M0,6745.0,0.5542365312576294,
M0,6835.0,0.6812110543251038,
M0,6889.0,0.5350024700164795,
M0,6989.0,0.5605618953704834,
M0,7013.0,0.6221970319747925,
M0,7057.0,0.4526281952857971,
M0,7115.0,0.5448765158653259,
M0,7127.0,0.4743516743183136,
M0,7191.0,0.5446586608886719,
M0,7199.0,0.5349043011665344,
M0,7205.0,0.6680730581283569,
M0,7217.0,0.5535261631011963,
M0,7221.0,0.5903631448745728,
M0,7313.0,0.5301206111907959,
M0,7347.0,0.4528660476207733,
M0,7481.0,0.5614643692970276,
M0,7499.0,0.40078407526016235,
M0,7517.0,0.5858029723167419,
M0,7589.0,0.35467296838760376,
M0,7607.0,0.5179013013839722,
M0,7637.0,0.6852011680603027,
M0,7673.0,0.4574069678783417,
M0,7715.0,0.5147732496261597,
M0,7743.0,0.5281569957733154,
M0,7757.0,0.5195944309234619,
M0,7775.0,0.4168388247489929,
M0,7785.0,0.46997523307800293,
M0,7843.0,0.4808094799518585,
M0,7987.0,0.4579133093357086,
M0,8019.0,0.45761582255363464,
M0,8025.0,0.4737496078014374,
M0,8033.0,0.5190783739089966,
M0,8065.0,0.5256114602088928,
M0,8109.0,0.4794173836708069,
M0,8203.0,0.5679687261581421,
M0,8263.0,0.5412523746490479,
M0,8297.0,0.38326752185821533,
M0,8325.0,0.48645997047424316,
M0,8327.0,0.4404003620147705,
M0,8351.0,0.6308454871177673,
M0,8427.0,0.4428291618824005,
M0,8563.0,0.36850568652153015,
M0,8643.0,0.5610449314117432,
M0,8675.0,0.5513107180595398,
M0,8739.0,0.472791463136673,
M0,8805.0,0.5671294331550598,
M0,8841.0,0.5778396129608154,
M0,8849.0,0.38542842864990234,
M0,8851.0,0.6138865947723389,
M0,8907.0,0.43780797719955444,
M0,8963.0,0.564399003982544,
M0,8975.0,0.4449760317802429,
M0,8979.0,0.557995617389679,
M0,9011.0,0.46225792169570923,
M0,9053.0,0.49972018599510193,
M0,9055.0,0.6019212007522583,
M0,9159.0,0.5312317609786987,
M0,9219.0,0.45374825596809387,
M0,9263.0,0.46894344687461853,
M0,9297.0,0.6689866781234741,
M0,9303.0,0.5177330374717712,
M0,9333.0,0.4472280740737915,
M0,9345.0,0.5997188091278076,
M0,9471.0,0.4298020005226135,
M0,9781.0,0.5114515423774719,
M0,9871.0,0.5846874117851257,
M0,10010.0,0.6086087822914124,
M0,10040.0,0.49466070532798767,
M0,10072.0,0.537863552570343,
M0,10078.0,0.5989686846733093,
M0,10084.0,0.5916475057601929,
M0,10154.0,0.42187508940696716,
M0,10282.0,0.4347836375236511,
M0,10330.0,0.4123920500278473,
M0,10338.0,0.4909285604953766,
M0,10438.0,0.5274996757507324,
M0,10498.0,0.47306105494499207,
M0,10534.0,0.510807454586029,
M0,10590.0,0.6245619058609009,
M0,10628.0,0.5385440587997437,
M0,10656.0,0.36944380402565,
M0,10674.0,0.40343430638313293,
M0,10694.0,0.5531835556030273,
M0,10698.0,0.40187889337539673,
M0,10722.0,0.5218386650085449,
M0,10740.0,0.46014508605003357,
M0,10778.0,0.496376097202301,
M0,10782.0,0.5774554014205933,
M0,10794.0,0.3500387966632843,
M0,10840.0,0.6113032102584839,
M0,10878.0,0.3025563061237335,
M0,10948.0,0.4608791470527649,
M0,10968.0,0.47246307134628296,
M0,11090.0,0.5590417981147766,
M0,11142.0,0.4911072552204132,
M0,11164.0,0.5052860975265503,
M0,11188.0,0.4935342073440552,
M0,11194.0,0.48244860768318176,
M0,11210.0,0.4089720547199249,
M0,11308.0,0.4256785809993744,
M0,11324.0,0.43207797408103943,
M0,11430.0,0.2923990488052368,
M0,11484.0,0.4791382849216461,
M0,11540.0,0.5322414040565491,
M0,11548.0,0.5107553005218506,
M0,11650.0,0.49971869587898254,
M0,11696.0,0.47443896532058716,
M0,11810.0,0.42585715651512146,
M0,11820.0,0.404428631067276,
M0,11876.0,0.48487478494644165,
M0,11896.0,0.5084505677223206,
M0,11914.0,0.5654363632202148,
M0,11946.0,0.44004806876182556,
M0,12016.0,0.49977907538414,
M0,12048.0,0.49278736114501953,
M0,12054.0,0.4353730082511902,
M0,12176.0,0.5137923955917358,
M0,12180.0,0.3800744116306305,
M0,12252.0,0.4674869179725647,
M0,12394.0,0.5007559657096863,
M0,12444.0,0.5516805052757263,
M0,12466.0,0.397819846868515,
M0,12488.0,0.5858741402626038,
M0,12596.0,0.46778255701065063,
M0,12626.0,0.5275810360908508,
M0,12638.0,0.47701454162597656,
M0,12646.0,0.5553069114685059,
M0,12670.0,0.5660157799720764,
M0,12704.0,0.4661770761013031,
M0,12716.0,0.5520356297492981,
M0,12742.0,0.4672144949436188,
M0,12882.0,0.49341869354248047,
M0,12886.0,0.4976888597011566,
M0,12896.0,0.5109077095985413,
M0,12912.0,0.35856708884239197,
M0,12970.0,0.523583173751831,
M0,12992.0,0.5058777332305908,
M0,13070.0,0.41785523295402527,
M0,13106.0,0.5406592488288879,
M0,13132.0,0.37750521302223206,
M0,13208.0,0.5085036158561707,
M0,13256.0,0.4678538143634796,
M0,13262.0,0.45266059041023254,
M0,13290.0,0.3929338753223419,
M0,13320.0,0.4739699959754944,
M0,13348.0,0.46181491017341614,
M0,13354.0,0.44692108035087585,
M0,13384.0,0.4485526978969574,
M0,13386.0,0.47791337966918945,
M0,13392.0,0.36651599407196045,
M0,13486.0,0.41985270380973816,
M0,13500.0,0.3693699240684509,
M0,13520.0,0.4884510338306427,
M0,13528.0,0.5334632992744446,
M0,13566.0,0.45626598596572876,
M0,13654.0,0.4835517108440399,
M0,13658.0,0.40487709641456604,
M0,13774.0,0.494569331407547,
M0,13890.0,0.3951749801635742,
M0,13912.0,0.49704110622406006,
M0,13948.0,0.5424675941467285,
M0,14010.0,0.4400261342525482,
M0,14114.0,0.4352119266986847,
M0,14124.0,0.5576252937316895,
M0,14130.0,0.41762807965278625,
M0,14156.0,0.5132400393486023,
M0,14226.0,0.4449986219406128,
M0,14402.0,0.5422661900520325,
M0,14426.0,0.48097938299179077,
M0,14478.0,0.47110986709594727,
M0,14480.0,0.35207894444465637,
M0,14498.0,0.3604605495929718,
M0,14552.0,0.5561485886573792,
M0,14600.0,0.4282292127609253,
M0,14604.0,0.42374470829963684,
M0,14700.0,0.49881380796432495,
M0,14716.0,0.43227630853652954,
M0,14748.0,0.44311437010765076,
M0,14782.0,0.4715713560581207,
M0,14864.0,0.5122884511947632,
M0,14884.0,0.2858949303627014,
M0,14946.0,0.48718419671058655,
M0,14998.0,0.46549248695373535,
M0,15134.0,0.49197518825531006,
M0,15202.0,0.40231356024742126,
M0,15230.0,0.4338991343975067,
M0,15244.0,0.5788063406944275,
M0,15314.0,0.4328661262989044,
M0,15324.0,0.5629765391349792,
M0,15336.0,0.509269654750824,
M0,15342.0,0.4966904819011688,
M0,15418.0,0.3163861632347107,
M0,15422.0,0.5480015277862549,
M0,15436.0,0.4563702344894409,
M0,15554.0,0.4293336272239685,
M0,15590.0,0.3655266761779785,
M0,15688.0,0.5087729096412659,
M0,15744.0,0.5608677268028259,
M0,15804.0,0.5349469184875488,
M0,15818.0,0.5269061923027039,
M0,15836.0,0.5317806005477905,
M0,15926.0,0.4273480176925659,
M0,15936.0,0.5358771681785583,
M0,15986.0,0.4479321241378784,
M0,15990.0,0.5410571098327637,
M0,16038.0,0.42556533217430115,
M0,16102.0,0.4487258493900299,
M0,16182.0,0.4886481463909149,
M0,16304.0,0.490747332572937,
M0,16334.0,0.5894983410835266,
M0,16396.0,0.30800044536590576,
M0,16420.0,0.3658289909362793,
M0,16464.0,0.3536161184310913,
M0,16472.0,0.39619600772857666,
M0,16482.0,0.46947792172431946,
M0,16522.0,0.45466750860214233,
M0,16566.0,0.47546544671058655,
M0,16570.0,0.37164902687072754,
M0,16576.0,0.4041122794151306,
M0,16616.0,0.47560325264930725,
M0,16638.0,0.474150151014328,
M0,16662.0,0.4266585409641266,
M0,16664.0,0.41295602917671204,
M0,16670.0,0.409987211227417,
M0,16674.0,0.40958377718925476,
M0,16746.0,0.4904163181781769,
M0,16828.0,0.4569658935070038,
M0,16852.0,0.42999082803726196,
M0,16936.0,0.5143927335739136,
M0,16950.0,0.24496211111545563,
M0,17090.0,0.49832671880722046,
M0,17140.0,0.2615332305431366,
M0,17244.0,0.3709883689880371,
M0,17324.0,0.4693773090839386,
M0,17652.0,0.5216639637947083,
M0,17670.0,0.45230868458747864,
M0,17724.0,0.40898066759109497,
M0,17814.0,0.5161921977996826,
M0,17908.0,0.4242441654205322,
M0,17966.0,0.3401029706001282,
M0,17968.0,0.39707306027412415,
M0,18064.0,0.36883533000946045,
M0,18138.0,0.3334929943084717,
M0,18172.0,0.4486984312534332,
M0,18192.0,0.43151649832725525,
M0,18284.0,0.4481699466705322,
M0,18334.0,0.3551655411720276,
M0,18336.0,0.3491518199443817,
M0,18396.0,0.4239030182361603,
M0,18422.0,0.4901271462440491,
M0,18488.0,0.3623344600200653,
M0,18608.0,0.45042213797569275,
M0,18666.0,0.38857242465019226,
M0,18676.0,0.48703277111053467,
M0,18694.0,0.4546985924243927,
M0,18698.0,0.37910783290863037,
M0,18752.0,0.3336729109287262,
M0,18790.0,0.5203196406364441,
M0,18856.0,0.4377208352088928,
M0,18878.0,0.292868435382843,
M0,18896.0,0.4644429087638855,
M0,18942.0,0.4662553071975708,
M0,19006.0,0.4947037398815155,
M0,19066.0,0.3303026258945465,
M0,19146.0,0.370697021484375,
M0,19180.0,0.3705122470855713,
M0,19212.0,0.5599186420440674,
M0,19226.0,0.46733757853507996,
M0,19234.0,0.36464178562164307,
M0,19268.0,0.49275505542755127,
M0,19272.0,0.4401530623435974,
M0,19338.0,0.37081873416900635,
M0,19364.0,0.27876919507980347,
M0,19504.0,0.5233954787254333,
M0,19510.0,0.35169029235839844,
M0,19530.0,0.2814468443393707,
M0,19580.0,0.3638173043727875,
M0,19674.0,0.5066346526145935,
M0,19706.0,0.3364690840244293,
M0,19768.0,0.3587375283241272,
M0,19820.0,0.5185198783874512,
M0,19868.0,0.3858116567134857,
M0,19988.0,0.4859255850315094,
M0,20061.0,0.28638026118278503,
M0,20141.0,0.43724122643470764,
M0,20153.0,0.46879416704177856,
M0,20197.0,0.46331068873405457,
M0,20211.0,0.41813749074935913,
M0,20213.0,0.42721664905548096,
M0,20215.0,0.4781518280506134,
M0,20307.0,0.4290156066417694,
M0,20321.0,0.4042527675628662,
M0,20329.0,0.36285400390625,
M0,20335.0,0.3892988860607147,
M0,20371.0,0.3314306437969208,
M0,20421.0,0.38772353529930115,
M0,20459.0,0.3393218219280243,
M0,20477.0,0.505281925201416,
M0,20497.0,0.4379429519176483,
M0,20499.0,0.3825472295284271,
M0,20539.0,0.5397159457206726,
M0,20583.0,0.3792118728160858,
M0,20593.0,0.3266257345676422,
M0,20709.0,0.381483793258667,
M0,20763.0,0.35878607630729675,
M0,20909.0,0.35395291447639465,
M0,20941.0,0.5328195691108704,
M0,21051.0,0.48071417212486267,
M0,21131.0,0.5120680332183838,
M0,21215.0,0.2848699390888214,
M0,21257.0,0.393130898475647,
M0,21283.0,0.4369625747203827,
M0,21327.0,0.5264424681663513,
M0,21397.0,0.4466756284236908,
M0,21463.0,0.3787158727645874,
M0,21549.0,0.4611002802848816,
M0,21557.0,0.5502979159355164,
M0,21561.0,0.43352392315864563,
M0,21573.0,0.3472333252429962,
M0,21617.0,0.5235408544540405,
M0,21775.0,0.43780437111854553,
M0,21795.0,0.42857101559638977,
M0,21865.0,0.5058832764625549,
M0,21901.0,0.3089335560798645,
M0,21961.0,0.4280765652656555,
M0,21969.0,0.40880975127220154,
M0,21971.0,0.48285380005836487,
M0,22135.0,0.4728833734989166,
M0,22151.0,0.4758358299732208,
M0,22249.0,0.38868972659111023,
M0,22269.0,0.4011160433292389,
M0,22323.0,0.33714553713798523,
M0,22325.0,0.3936707377433777,
M0,22359.0,0.34620338678359985,
M0,22367.0,0.3925241529941559,
M0,22465.0,0.3076052963733673,
M0,22471.0,0.42204049229621887,
M0,22519.0,0.36664167046546936,
M0,22557.0,0.3405113220214844,
M0,22603.0,0.3808107078075409,
M0,22613.0,0.5518877506256104,
M0,22621.0,0.3129293620586395,
M0,22633.0,0.39750608801841736,
M0,22711.0,0.3348444402217865,
M0,22749.0,0.530080258846283,
M0,22933.0,0.348417729139328,
M0,23039.0,0.43810948729515076,
M0,23061.0,0.32909736037254333,
M0,23065.0,0.3843347430229187,
M0,23105.0,0.41064298152923584,
M0,23131.0,0.40741923451423645,
M0,23183.0,0.3254055082798004,
M0,23191.0,0.40935665369033813,
M0,23217.0,0.39924606680870056,
M0,23261.0,0.41804829239845276,
M0,23267.0,0.45418423414230347,
M0,23297.0,0.39316505193710327,
M0,23341.0,0.2819121479988098,
M0,23347.0,0.4776712954044342,
M0,23487.0,0.36515772342681885,
M0,23509.0,0.3952235281467438,
M0,23597.0,0.5284699201583862,
M0,23629.0,0.4316781759262085,
M0,23761.0,0.386685848236084,
M0,23881.0,0.3387649655342102,
M0,23979.0,0.38490405678749084,
M0,24099.0,0.4003125727176666,
M0,24119.0,0.3605611324310303,
M0,24141.0,0.41628220677375793,
M0,24171.0,0.42388126254081726,
M0,24241.0,0.37033405900001526,
M0,24355.0,0.3913826048374176,
M0,24379.0,0.4460130035877228,
M0,24395.0,0.4549964666366577,
M0,24487.0,0.4986182153224945,
M0,24591.0,0.4147461950778961,
M0,24595.0,0.4762035012245178,
M0,24611.0,0.49517807364463806,
M0,24747.0,0.42455926537513733,
M0,24779.0,0.4284341633319855,
M0,24823.0,0.3409132659435272,
M0,24997.0,0.356161504983902,
M0,25005.0,0.341594934463501,
M0,25053.0,0.489779531955719,
M0,25067.0,0.4614576995372772,
M0,25135.0,0.31404438614845276,
M0,25205.0,0.4291609227657318,
M0,25287.0,0.3109581470489502,
M0,25327.0,0.3299662470817566,
M0,25353.0,0.4308616518974304,
M0,25465.0,0.39801666140556335,
M0,25475.0,0.37155580520629883,
M0,25499.0,0.38938915729522705,
M0,25615.0,0.24775469303131104,
M0,25619.0,0.30061963200569153,
M0,25641.0,0.3141748607158661,
M0,25685.0,0.561026394367218,
M0,25767.0,0.4073941707611084,
M0,25789.0,0.5248755216598511,
M0,25861.0,0.4809688925743103,
M0,25865.0,0.3726213872432709,
M0,25915.0,0.4511187672615051,
M0,25933.0,0.2960887551307678,
M0,25945.0,0.31945788860321045,
M0,25965.0,0.37882715463638306,
M0,26005.0,0.395094096660614,
M0,26033.0,0.41704103350639343,
M0,26071.0,0.36504584550857544,
M0,26079.0,0.3963766098022461,
M0,26147.0,0.4273395240306854,
M0,26229.0,0.45538902282714844,
M0,26233.0,0.4225524365901947,
M0,26279.0,0.32686489820480347,
M0,26351.0,0.48762205243110657,
M0,26355.0,0.399010568857193,
M0,26477.0,0.3013513386249542,
M0,26519.0,0.3142114579677582,
M0,26559.0,0.3819933831691742,
M0,26601.0,0.448343425989151,
M0,26645.0,0.33956483006477356,
M0,26667.0,0.31604456901550293,
M0,26675.0,0.36818429827690125,
M0,26683.0,0.4817882478237152,
M0,26711.0,0.2790438234806061,
M0,26717.0,0.34388431906700134,
M0,26779.0,0.417787104845047,
M0,26909.0,0.47832682728767395,
M0,26915.0,0.5258674025535583,
M0,26989.0,0.30714693665504456,
M0,26999.0,0.48101919889450073,
M0,27003.0,0.33551856875419617,
M0,27029.0,0.2541047930717468,
M0,27031.0,0.33671167492866516,
M0,27087.0,0.5141016840934753,
M0,27129.0,0.40252435207366943,
M0,27135.0,0.4098862409591675,
M0,27175.0,0.3605894148349762,
M0,27183.0,0.396425724029541,
M0,27195.0,0.4580530822277069,
M0,27209.0,0.27849581837654114,
M0,27321.0,0.3960229456424713,
M0,27419.0,0.30450740456581116,
M0,27645.0,0.38238754868507385,
M0,27709.0,0.37640342116355896,
M0,27803.0,0.4275997579097748,
M0,27899.0,0.32197606563568115,
M0,27917.0,0.3895564675331116,
M0,27951.0,0.3678632378578186,
M0,28001.0,0.4183664917945862,
M0,28039.0,0.3325310945510864,
M0,28101.0,0.4725724756717682,
M0,28161.0,0.37285906076431274,
M0,28183.0,0.41374650597572327,
M0,28187.0,0.3535734713077545,
M0,28195.0,0.4810425043106079,
M0,28263.0,0.489853173494339,
M0,28285.0,0.47401976585388184,
M0,28341.0,0.33257395029067993,
M0,28343.0,0.2813277542591095,
M0,28357.0,0.4953092634677887,
M0,28417.0,0.5063568949699402,
M0,28495.0,0.4022122323513031,
M0,28509.0,0.4737483859062195,
M0,28585.0,0.37407350540161133,
M0,28599.0,0.4122830629348755,
M0,28677.0,0.41841843724250793,
M0,28761.0,0.43870407342910767,
M0,28839.0,0.4056891202926636,
M0,28881.0,0.3172098398208618,
M0,28905.0,0.5060537457466125,
M0,28925.0,0.28372979164123535,
M0,28967.0,0.3705655634403229,
M0,28971.0,0.41803330183029175,
M0,29033.0,0.40718814730644226,
M0,29061.0,0.2997523248195648,
M0,29137.0,0.2740127146244049,
M0,29271.0,0.376846045255661,
M0,29295.0,0.42296501994132996,
M0,29329.0,0.25767457485198975,
M0,29337.0,0.4908474385738373,
M0,29377.0,0.40605616569519043,
M0,29419.0,0.6017416715621948,
M0,29437.0,0.3501087725162506,
M0,29439.0,0.3412061631679535,
M0,29449.0,0.3782958686351776,
M0,29451.0,0.4176044464111328,
M0,29469.0,0.3633924722671509,
M0,29475.0,0.39622971415519714,
M0,29495.0,0.3119242489337921,
M0,29567.0,0.4311785101890564,
M0,29571.0,0.38613975048065186,
M0,29653.0,0.4406416714191437,
M0,29701.0,0.3761719763278961,
M0,29741.0,0.40034210681915283,
M0,29771.0,0.4086308479309082,
M0,29779.0,0.5080633759498596,
M0,29821.0,0.46299779415130615,
M0,29851.0,0.4026712477207184,
M0,29859.0,0.4182438552379608,
M0,29865.0,0.39349520206451416,
M0,29913.0,0.5480296611785889,
M0,29967.0,0.3873805105686188,
M0,29979.0,0.36892274022102356,
M0,30010.0,0.37746068835258484,
M0,30030.0,0.4096854627132416,
M0,30044.0,0.4850422441959381,
M0,30200.0,0.3569636642932892,
M0,30266.0,0.4056617319583893,
M0,30282.0,0.22609515488147736,
M0,30304.0,0.3511858284473419,
M0,30332.0,0.3049340546131134,
M0,30440.0,0.3365958034992218,
M0,30472.0,0.41496771574020386,
M0,30488.0,0.35660403966903687,
M0,30492.0,0.3537181615829468,
M0,30524.0,0.4470891058444977,
M0,30568.0,0.3970460295677185,
M0,30622.0,0.3793073296546936,
M0,30736.0,0.37498974800109863,
M0,30774.0,0.3870914578437805,
M0,30846.0,0.34780505299568176,
M0,30890.0,0.4046555459499359,
M0,30922.0,0.41683217883110046,
M0,30938.0,0.31213638186454773,
M0,30954.0,0.3352164924144745,
M0,31016.0,0.4054539203643799,
M0,31036.0,0.3674437403678894,
M0,31170.0,0.3862009048461914,
M0,31242.0,0.434552937746048,
M0,31290.0,0.4822863042354584,
M0,31294.0,0.33098217844963074,
M0,31386.0,0.38368746638298035,
M0,31388.0,0.28164806962013245,
M0,31474.0,0.39053449034690857,
M0,31496.0,0.3242341876029968,
M0,31498.0,0.3832911252975464,
M0,31500.0,0.3996603190898895,
M0,31612.0,0.48053035140037537,
M0,31640.0,0.29024434089660645,
M0,31656.0,0.3670061528682709,
M0,31692.0,0.3569064736366272,
M0,31716.0,0.370536208152771,
M0,31760.0,0.34442847967147827,
M0,31780.0,0.40138933062553406,
M0,31784.0,0.33628717064857483,
M0,31800.0,0.38483768701553345,
M0,31840.0,0.31463223695755005,
M0,31850.0,0.45841464400291443,
M0,31856.0,0.3971501588821411,
M0,31886.0,0.4012238681316376,
M0,31912.0,0.34517282247543335,
M0,31954.0,0.3427830636501312,
M0,32106.0,0.4396280348300934,
M0,32186.0,0.3927396833896637,
M0,32238.0,0.3785887062549591,
M0,32288.0,0.4148368537425995,
M0,32294.0,0.4702698588371277,
M0,32370.0,0.3613283038139343,
M0,32390.0,0.3897957503795624,
M0,32450.0,0.37668880820274353,
M0,32502.0,0.4405815601348877,
M0,32578.0,0.40023013949394226,
M0,32620.0,0.42896437644958496,
M0,32632.0,0.3536290228366852,
M0,32700.0,0.44085729122161865,
M0,32708.0,0.4237021207809448,
M0,32824.0,0.48295843601226807,
M0,32970.0,0.2938193082809448,
M0,33062.0,0.3575062155723572,
M0,33064.0,0.3960963785648346,
M0,33084.0,0.3645189702510834,
M0,33086.0,0.42806753516197205,
M0,33092.0,0.3338325321674347,
M0,33116.0,0.37473201751708984,
M0,33238.0,0.476565420627594,
M0,33246.0,0.3496582806110382,
M0,33250.0,0.39696794748306274,
M0,33260.0,0.3937961757183075,
M0,33276.0,0.3086685240268707,
M0,33302.0,0.3531385660171509,
M0,33314.0,0.5424003005027771,
M0,33348.0,0.30091914534568787,
M0,33390.0,0.34934452176094055,
M0,33452.0,0.42980900406837463,
M0,33466.0,0.43622684478759766,
M0,33482.0,0.3611944317817688,
M0,33520.0,0.3729448616504669,
M0,33632.0,0.43789368867874146,
M0,33648.0,0.5122970938682556,
M0,33710.0,0.37520337104797363,
M0,33772.0,0.4009387493133545,
M0,33788.0,0.3705679178237915,
M0,33806.0,0.38690969347953796,
M0,33836.0,0.488307386636734,
M0,34016.0,0.3838063180446625,
M0,34130.0,0.3801674544811249,
M0,34230.0,0.4126843810081482,
M0,34340.0,0.29546958208084106,
M0,34416.0,0.35715916752815247,
M0,34454.0,0.35941776633262634,
M0,34516.0,0.5276216864585876,
M0,34574.0,0.3268369138240814,
M0,34628.0,0.4193367660045624,
M0,34660.0,0.4084695279598236,
M0,34666.0,0.42428940534591675,
M0,34676.0,0.3427657186985016,
M0,34694.0,0.3264163136482239,
M0,34770.0,0.32212167978286743,
M0,34776.0,0.32407909631729126,
M0,34782.0,0.44357728958129883,
M0,34820.0,0.36623984575271606,
M0,34936.0,0.36008158326148987,
M0,34968.0,0.3445478677749634,
M0,35002.0,0.3878278136253357,
M0,35046.0,0.3771342933177948,
M0,35134.0,0.4669126272201538,
M0,35146.0,0.3833845257759094,
M0,35244.0,0.3694615662097931,
M0,35318.0,0.4560573399066925,
M0,35368.0,0.38388457894325256,
M0,35380.0,0.2936681807041168,
M0,35382.0,0.3993717133998871,
M0,35406.0,0.45191553235054016,
M0,35472.0,0.3431423008441925,
