species,embed_dim,depth,self_heads,cross_heads,channel_emb_fraction,weight_decay,n_folds,f1_mean,f1_std,auroc_mean,auroc_std,precision_mean,precision_std,recall_mean,recall_std,balanced_acc_mean,balanced_acc_std
minipigs,64,2,6,6,1/4,0.08,1,0.350381076335907,0.0,0.7714880108833313,0.0,0.3700203597545624,0.0,0.3538458049297333,0.0,0.3538458049297333,0.0
minipigs,64,2,6,6,1/4,0.1,1,0.3535487651824951,0.0,0.7721633911132812,0.0,0.3736610412597656,0.0,0.356505423784256,0.0,0.356505423784256,0.0
minipigs,64,2,6,8,1/2,0.08,1,0.369868129491806,0.0,0.7808617949485779,0.0,0.38675278425216675,0.0,0.37109482288360596,0.0,0.37109482288360596,0.0
minipigs,64,2,6,8,1/3,0.08,1,0.3640499413013458,0.0,0.7681200504302979,0.0,0.38413411378860474,0.0,0.35901641845703125,0.0,0.35901641845703125,0.0
minipigs,64,2,6,8,1/4,0.08,1,0.3635299801826477,0.0,0.7768828868865967,0.0,0.38763993978500366,0.0,0.360870897769928,0.0,0.360870897769928,0.0
minipigs,64,2,8,6,1/2,0.08,1,0.3733687698841095,0.0,0.783545732498169,0.0,0.39166420698165894,0.0,0.373626172542572,0.0,0.373626172542572,0.0
minipigs,64,2,8,6,1/2,0.1,1,0.3770483732223511,0.0,0.7838138341903687,0.0,0.39282941818237305,0.0,0.3743137717247009,0.0,0.3743137717247009,0.0
minipigs,64,2,8,6,1/3,0.08,1,0.357576847076416,0.0,0.7712445259094238,0.0,0.37716132402420044,0.0,0.36039385199546814,0.0,0.36039385199546814,0.0
minipigs,64,2,8,6,1/3,0.1,1,0.3590235710144043,0.0,0.7712271213531494,0.0,0.3790872097015381,0.0,0.36087357997894287,0.0,0.36087357997894287,0.0
minipigs,64,2,8,6,1/4,0.08,1,0.36159393191337585,0.0,0.7686337232589722,0.0,0.38234567642211914,0.0,0.36010703444480896,0.0,0.36010703444480896,0.0
minipigs,64,2,8,6,1/4,0.1,1,0.36171019077301025,0.0,0.7687240839004517,0.0,0.38203901052474976,0.0,0.3605040907859802,0.0,0.3605040907859802,0.0
minipigs,64,2,8,8,1/2,0.08,1,0.3673553764820099,0.0,0.7810718417167664,0.0,0.38141220808029175,0.0,0.3677399158477783,0.0,0.3677399158477783,0.0
minipigs,64,2,8,8,1/3,0.08,1,0.35156160593032837,0.0,0.7701709270477295,0.0,0.37187880277633667,0.0,0.34765487909317017,0.0,0.34765487909317017,0.0
minipigs,64,2,8,8,1/4,0.08,1,0.35726016759872437,0.0,0.7705214619636536,0.0,0.3763410449028015,0.0,0.35823482275009155,0.0,0.35823482275009155,0.0
minipigs,64,4,6,6,1/2,0.08,1,0.365650475025177,0.0,0.7770706415176392,0.0,0.38202017545700073,0.0,0.3697088956832886,0.0,0.3697088956832886,0.0
minipigs,64,4,6,6,1/2,0.1,1,0.3672094941139221,0.0,0.7779205441474915,0.0,0.38067638874053955,0.0,0.371153861284256,0.0,0.371153861284256,0.0
