species,embed_dim,depth,self_heads,cross_heads,channel_emb_fraction,weight_decay,n_folds,f1_mean,f1_std,auroc_mean,auroc_std,precision_mean,precision_std,recall_mean,recall_std,balanced_acc_mean,balanced_acc_std
monkeys,64,2,8,8,,0.08,2,0.5064052641391754,0.00934686444741246,0.882472574710846,0.0045556528555425356,0.5149100720882416,0.0069366547684684724,0.5094630718231201,0.012223766179917574,0.5094630718231201,0.012223766179917574
monkeys,64,2,8,8,,0.3,2,0.5142125487327576,0.00457048854621837,0.8856363296508789,0.002327517562165612,0.5220763087272644,0.013296572061913871,0.5198113322257996,0.004658322578515074,0.5198113322257996,0.004658322578515074
monkeys,64,4,6,6,,0.08,1,0.5080035328865051,0.0,0.881436288356781,0.0,0.5158393383026123,0.0,0.5108541250228882,0.0,0.5108541250228882,0.0
monkeys,64,4,6,6,,0.3,1,0.5069739818572998,0.0,0.8818202018737793,0.0,0.5102656483650208,0.0,0.5143893957138062,0.0,0.5143893957138062,0.0
monkeys,64,4,6,8,,0.08,2,0.5146061480045319,0.014811962000123066,0.8836135864257812,0.005464423203134433,0.5157849490642548,0.012928925102353342,0.5212863087654114,0.01817852581862775,0.5212863087654114,0.01817852581862775
monkeys,64,4,6,8,,0.3,2,0.5271584391593933,0.015676183128838946,0.8874279856681824,0.005955939750468479,0.5287625789642334,0.00973305602031778,0.5355915427207947,0.018222021366290992,0.5355915427207947,0.018222021366290992
monkeys,64,4,8,6,,0.08,1,0.5199922919273376,0.0,0.8848623633384705,0.0,0.5264687538146973,0.0,0.5205990076065063,0.0,0.5205990076065063,0.0
monkeys,64,4,8,6,,0.3,1,0.5112485289573669,0.0,0.8821504712104797,0.0,0.5122988224029541,0.0,0.5140606164932251,0.0,0.5140606164932251,0.0
monkeys,64,4,8,8,,0.08,2,0.509521096944809,0.002043827124838784,0.883558064699173,0.0014010876850476502,0.5123028457164764,0.005112033402734848,0.5174407064914703,0.0047254625081929276,0.5174407064914703,0.0047254625081929276
monkeys,64,4,8,8,,0.3,2,0.5185418128967285,0.008656456921955503,0.8856272399425507,0.0010943429215853635,0.5230758190155029,0.010311985131463421,0.5227565765380859,0.00857755802154311,0.5227565765380859,0.00857755802154311
monkeys,128,2,6,6,,0.08,2,0.4841911792755127,0.009501332647204885,0.8704728484153748,0.0039227757783029515,0.48524826765060425,0.0127860051390529,0.49084562063217163,0.008094892312396351,0.49084562063217163,0.008094892312396351
monkeys,128,2,6,6,,0.3,2,0.48759330809116364,0.009771177844795885,0.8722388744354248,0.0045021263579337,0.4899267703294754,0.01242040230164515,0.49693647027015686,0.007909825500585015,0.49693647027015686,0.007909825500585015
monkeys,128,2,6,8,,0.08,2,0.5144752860069275,0.005086028797203626,0.8868074715137482,0.0017951607186245096,0.5228830575942993,0.005010417350975083,0.5185847878456116,0.003909794548961596,0.5185847878456116,0.003909794548961596
monkeys,128,2,6,8,,0.3,2,0.5223938226699829,0.0019385864441070818,0.8879801630973816,3.430753468786774e-05,0.5269463062286377,0.0014204330885141507,0.5235886871814728,0.004411805661574854,0.5235886871814728,0.004411805661574854
monkeys,128,2,8,6,,0.08,2,0.5016150772571564,0.008021851823926972,0.8784687519073486,0.002432041746472629,0.5043183118104935,0.007313890136065229,0.5039782524108887,0.007685562119658549,0.5039782524108887,0.007685562119658549
monkeys,128,2,8,6,,0.3,2,0.5053596496582031,0.011338598067491778,0.8797054588794708,0.002845123008727902,0.5062219351530075,0.010444600190302949,0.5090807676315308,0.010583410835873578,0.5090807676315308,0.010583410835873578
monkeys,128,2,8,8,,0.08,2,0.5058320462703705,0.01748508372007801,0.8834755122661591,0.007965375046922374,0.509159654378891,0.02020102663812002,0.5167614817619324,0.018966671885781466,0.5167614817619324,0.018966671885781466
monkeys,128,2,8,8,,0.3,2,0.5126510262489319,0.019495024778714034,0.8855095207691193,0.007832359593021993,0.5116273164749146,0.017701170612393364,0.5179972052574158,0.019382408399492925,0.5179972052574158,0.019382408399492925
monkeys,128,4,6,6,,0.08,2,0.5130718350410461,0.0074199526803428945,0.882546454668045,0.004575925489676276,0.5124953091144562,0.011575589796668536,0.5176036059856415,0.0036104254839887154,0.5176036059856415,0.0036104254839887154
monkeys,128,4,6,6,,0.3,2,0.5160346925258636,0.00556561778640909,0.8841286301612854,0.005530509461599515,0.5225872993469238,0.0005611431410740431,0.5178078413009644,0.0053253386030484825,0.5178078413009644,0.0053253386030484825
monkeys,128,4,6,8,,0.08,2,0.5106242746114731,0.023588600660607344,0.8834656476974487,0.008731815487092983,0.5104480981826782,0.023055337659823295,0.5167361497879028,0.022483489219227486,0.5167361497879028,0.022483489219227486
monkeys,128,4,6,8,,0.3,1,0.5359493494033813,0.0,0.8910102248191833,0.0,0.5326836109161377,0.0,0.5422683954238892,0.0,0.5422683954238892,0.0
monkeys,128,4,8,6,,0.08,2,0.4993603527545929,0.003647851885466389,0.8811066150665283,0.004457619285906197,0.5068606734275818,0.012383165560985775,0.5037336349487305,0.002652891232669714,0.5037336349487305,0.002652891232669714
monkeys,128,4,8,6,,0.3,2,0.5099388062953949,0.008748884960739894,0.8827569484710693,0.0015705601629099552,0.512421578168869,0.009405785741630689,0.5160096883773804,0.007284998471411012,0.5160096883773804,0.007284998471411012
monkeys,128,4,8,8,,0.08,2,0.5225454270839691,0.004162043437299296,0.8895265161991119,0.0031593699112251275,0.5332304239273071,0.0030082734593135725,0.5285845994949341,0.003393411361006122,0.5285845994949341,0.003393411361006122
monkeys,128,4,8,8,,0.3,1,0.527045488357544,0.0,0.8917101621627808,0.0,0.532232403755188,0.0,0.5281635522842407,0.0,0.5281635522842407,0.0
monkeys,256,2,6,6,,0.08,2,0.5035739839076996,0.009115899717572758,0.8858920335769653,0.00011379649097941388,0.5099009871482849,0.010198188640484007,0.5116307735443115,0.005418230257166493,0.5116307735443115,0.005418230257166493
monkeys,256,2,6,6,,0.3,2,0.5067638158798218,0.008405261704830575,0.8860825896263123,0.00012467037789522454,0.5128278732299805,0.007155017590603415,0.5141717791557312,0.002100851810874024,0.5141717791557312,0.002100851810874024
monkeys,256,2,6,8,,0.08,2,0.49486368894577026,0.01231834370797602,0.8773288726806641,0.005297353095637249,0.49611830711364746,0.011282711346366332,0.49978935718536377,0.01283219808502084,0.49978935718536377,0.01283219808502084
monkeys,256,2,6,8,,0.3,2,0.5009685456752777,0.021098923098796105,0.8806980550289154,0.007371610245100899,0.5022953152656555,0.01807855349395991,0.5092436969280243,0.01877814903239224,0.5092436969280243,0.01877814903239224
monkeys,256,2,8,6,,0.08,2,0.5103085339069366,0.009385723841739503,0.8855480551719666,0.002939995564725924,0.5137241780757904,0.007302573707240054,0.5139298737049103,0.00936996092039643,0.5139298737049103,0.00936996092039643
monkeys,256,2,8,6,,0.3,2,0.511557400226593,0.004921318913223053,0.8874645233154297,0.0021663480134599534,0.5172695219516754,0.005129650785412402,0.5166912078857422,0.004061438909903793,0.5166912078857422,0.004061438909903793
monkeys,256,2,8,8,,0.08,2,0.5053107142448425,0.020245575856996035,0.8821559250354767,0.0066738270211545376,0.5074484944343567,0.021726784701062894,0.5107277184724808,0.023826688207845424,0.5107277184724808,0.023826688207845424
monkeys,256,2,8,8,,0.3,2,0.5089922845363617,0.018808326175926038,0.8828090131282806,0.00951469319818284,0.5129392743110657,0.019783983572104723,0.5128584802150726,0.01975688314851222,0.5128584802150726,0.01975688314851222
monkeys,256,4,6,6,,0.08,2,0.5058047473430634,0.011130350488999489,0.8819855451583862,0.0009898608841268572,0.5126695930957794,0.014405076324598896,0.509187638759613,0.010445084879060824,0.509187638759613,0.010445084879060824
monkeys,256,4,6,6,,0.3,2,0.5049937218427658,0.008915259645236649,0.8831092715263367,0.0025862149183254798,0.5066506564617157,0.010257573550035856,0.512947291135788,0.009630091269405667,0.512947291135788,0.009630091269405667
monkeys,256,4,6,8,,0.08,2,0.4937015771865845,0.009516926981153915,0.8771259486675262,0.0032635569207440577,0.49597087502479553,0.011315206566568231,0.49728327989578247,0.010982878666059832,0.49728327989578247,0.010982878666059832
monkeys,256,4,6,8,,0.3,1,0.5068368911743164,0.0,0.8832135200500488,0.0,0.5102105140686035,0.0,0.5098661184310913,0.0,0.5098661184310913,0.0
monkeys,256,4,8,6,,0.08,2,0.48369768261909485,0.018068522544014316,0.872645914554596,0.005842649021671196,0.48661983013153076,0.014218239345150102,0.4883808046579361,0.014920131886826275,0.4883808046579361,0.014920131886826275
monkeys,256,4,8,6,,0.3,2,0.49009548127651215,0.013310543742195232,0.8729016780853271,0.004609685115333502,0.4925001710653305,0.013352564150160593,0.4966791272163391,0.012792327166329534,0.4966791272163391,0.012792327166329534
monkeys,256,4,8,8,,0.08,2,0.4965191185474396,0.015819861735412586,0.8800964653491974,0.006575709157821176,0.5047139525413513,0.015403071550488355,0.5004069656133652,0.016256060544076082,0.5004069656133652,0.016256060544076082
monkeys,256,4,8,8,,0.3,1,0.5104562044143677,0.0,0.8850564956665039,0.0,0.5192025303840637,0.0,0.5162995457649231,0.0,0.5162995457649231,0.0
