species,sweep_id,run_id,run_name,state,tokenizer,atn_dropout,learning_rate,weight_decay,grad_clip,fold,split_type,batch_size,f1,auroc,precision,recall,balanced_acc
monkeys,meu5wgw5,1dfee5l6,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,3e-05,0.08,1.0,0,intrasession-block,128,0.48476946353912354,0.878300666809082,0.4917619228363037,0.4899306893348694,0.4899306893348694
monkeys,meu5wgw5,p1v05w1u,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,2.75e-05,0.08,0.5,0,intrasession-block,128,0.48457014560699463,0.8760018348693848,0.49205878376960754,0.491253137588501,0.491253137588501
monkeys,meu5wgw5,iriqfxpw,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,2.75e-05,0.1,0.5,0,intrasession-block,128,0.4836847484111786,0.8764128088951111,0.4865296483039856,0.4909811019897461,0.4909811019897461
monkeys,meu5wgw5,ypz0y7d9,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,3e-05,0.3,1.0,0,intrasession-block,128,0.4831351637840271,0.8777198791503906,0.4858829379081726,0.4861428737640381,0.4861428737640381
monkeys,meu5wgw5,moaditk4,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,2.75e-05,0.1,1.0,0,intrasession-block,128,0.4822816252708435,0.8775050044059753,0.4877862334251404,0.49189597368240356,0.49189597368240356
monkeys,meu5wgw5,6br6dus2,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,2.75e-05,0.3,1.0,0,intrasession-block,128,0.4819767475128174,0.8763607740402222,0.4877755343914032,0.4895598888397217,0.4895598888397217
monkeys,meu5wgw5,d1edkvln,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,3e-05,0.1,0.5,0,intrasession-block,128,0.4816178381443024,0.8773579001426697,0.4835512638092041,0.4879388213157654,0.4879388213157654
monkeys,meu5wgw5,7b0ldve4,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,3e-05,0.08,1.0,0,intrasession-block,128,0.48040592670440674,0.8753499984741211,0.4855886697769165,0.48566776514053345,0.48566776514053345
monkeys,meu5wgw5,bqj9r9t7,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,2.75e-05,0.08,1.0,0,intrasession-block,128,0.4798758625984192,0.8740838766098022,0.483309805393219,0.48770952224731445,0.48770952224731445
monkeys,meu5wgw5,tijqylaa,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,2.5e-05,0.1,1.0,0,intrasession-block,128,0.47964656352996826,0.8733186721801758,0.4834064841270447,0.48555105924606323,0.48555105924606323
monkeys,meu5wgw5,h9wawixd,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,2.75e-05,0.08,1.0,0,intrasession-block,128,0.47890138626098633,0.8742486238479614,0.48543959856033325,0.4842182993888855,0.4842182993888855
monkeys,meu5wgw5,rxg7a5dc,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.2,2.5e-05,0.08,1.0,0,intrasession-block,128,0.4781686961650848,0.8730670213699341,0.4782252907752991,0.48453444242477417,0.48453444242477417
monkeys,meu5wgw5,1z5tfoho,poyo_eeg_neurosoft_8band,finished,per_channel_resample_cnn,0.4,3e-05,0.1,1.0,0,intrasession-block,128,0.47763943672180176,0.876008927822113,0.48721927404403687,0.4841494858264923,0.4841494858264923
monkeys,meu5wgw5,dpbac632,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.1,0.5,0,intrasession-block,128,0.41481584310531616,0.8262183666229248,0.44043558835983276,0.42578279972076416,0.42578279972076416
monkeys,meu5wgw5,i0w95ysz,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.1,1.0,0,intrasession-block,128,0.3951689600944519,0.8262463212013245,0.423172265291214,0.40357592701911926,0.40357592701911926
monkeys,meu5wgw5,3xvwan9w,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.08,0.5,0,intrasession-block,128,0.3941019773483277,0.8240622878074646,0.4423081874847412,0.4059687852859497,0.4059687852859497
monkeys,meu5wgw5,7sotisqf,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.1,0.5,0,intrasession-block,128,0.3834461569786072,0.8188756704330444,0.45347926020622253,0.39607489109039307,0.39607489109039307
monkeys,meu5wgw5,daiw24m6,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.3,0.5,0,intrasession-block,128,0.38337382674217224,0.8209404349327087,0.42738449573516846,0.3976283371448517,0.3976283371448517
monkeys,meu5wgw5,mtbnud9y,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.1,0.5,0,intrasession-block,128,0.3568952977657318,0.8065227270126343,0.4329493045806885,0.3725084960460663,0.3725084960460663
monkeys,meu5wgw5,ngfpiqbn,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.1,0.5,0,intrasession-block,128,0.356029748916626,0.8061333298683167,0.4477576017379761,0.37133118510246277,0.37133118510246277
monkeys,meu5wgw5,dswpobc3,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.3,0.5,0,intrasession-block,128,0.3413390815258026,0.7994726300239563,0.44067054986953735,0.3459601402282715,0.3459601402282715
monkeys,meu5wgw5,3ky99ika,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.1,0.5,0,intrasession-block,128,0.33872395753860474,0.7981580495834351,0.43975117802619934,0.36077508330345154,0.36077508330345154
monkeys,meu5wgw5,in36ywmb,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.3,0.5,0,intrasession-block,128,0.331505686044693,0.7902925610542297,0.43916288018226624,0.3455885648727417,0.3455885648727417
monkeys,meu5wgw5,tg4dspe2,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.08,0.5,0,intrasession-block,128,0.3313075602054596,0.7875407338142395,0.4591531455516815,0.3487064242362976,0.3487064242362976
monkeys,meu5wgw5,i3x6spsn,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.08,1.0,0,intrasession-block,128,0.3311285376548767,0.7935032844543457,0.4219280481338501,0.35116979479789734,0.35116979479789734
monkeys,meu5wgw5,a1gwysmu,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.08,1.0,0,intrasession-block,128,0.3303905427455902,0.7965399622917175,0.4455776512622833,0.34383779764175415,0.34383779764175415
monkeys,meu5wgw5,y3r5b1pi,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.08,1.0,0,intrasession-block,128,0.32940077781677246,0.7908151149749756,0.44827625155448914,0.34964531660079956,0.34964531660079956
monkeys,meu5wgw5,t0tpj0nu,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.3,0.5,0,intrasession-block,128,0.32709869742393494,0.7814637422561646,0.450374960899353,0.3327040672302246,0.3327040672302246
monkeys,meu5wgw5,mt8b3ulk,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.08,0.5,0,intrasession-block,128,0.3258112668991089,0.7853778600692749,0.42138180136680603,0.35015353560447693,0.35015353560447693
monkeys,meu5wgw5,zemq8b9c,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.08,0.5,0,intrasession-block,128,0.32561957836151123,0.7813576459884644,0.4428384304046631,0.3330593407154083,0.3330593407154083
monkeys,meu5wgw5,7hq0gb9m,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.3,1.0,0,intrasession-block,128,0.32441529631614685,0.785769522190094,0.4402288794517517,0.35291314125061035,0.35291314125061035
monkeys,meu5wgw5,ig27bq5f,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.3,1.0,0,intrasession-block,128,0.32398223876953125,0.7862352132797241,0.4483620524406433,0.33539292216300964,0.33539292216300964
monkeys,meu5wgw5,iqpaywbb,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.1,1.0,0,intrasession-block,128,0.3233696520328522,0.7825703620910645,0.44797107577323914,0.35008320212364197,0.35008320212364197
monkeys,meu5wgw5,7qcbl0y9,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.3,0.5,0,intrasession-block,128,0.32328760623931885,0.7814939618110657,0.41521304845809937,0.3338989317417145,0.3338989317417145
monkeys,meu5wgw5,zg5audqx,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.1,1.0,0,intrasession-block,128,0.32300761342048645,0.7812215685844421,0.4398166537284851,0.3510655164718628,0.3510655164718628
monkeys,meu5wgw5,44qsgm3r,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.1,1.0,0,intrasession-block,128,0.3202226161956787,0.7859631776809692,0.4363431930541992,0.3352350890636444,0.3352350890636444
monkeys,meu5wgw5,emgail6z,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.75e-05,0.08,1.0,0,intrasession-block,128,0.31902164220809937,0.7710453271865845,0.40552836656570435,0.32055121660232544,0.32055121660232544
monkeys,meu5wgw5,0o1ijy2f,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.08,1.0,0,intrasession-block,128,0.31878507137298584,0.7784453630447388,0.4222675561904907,0.33191120624542236,0.33191120624542236
monkeys,meu5wgw5,csqeofzn,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.1,0.5,0,intrasession-block,128,0.31867745518684387,0.777882993221283,0.4179181456565857,0.3317679762840271,0.3317679762840271
monkeys,meu5wgw5,zukdgujo,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.3,1.0,0,intrasession-block,128,0.3181605935096741,0.7794474363327026,0.42405304312705994,0.3317171335220337,0.3317171335220337
monkeys,meu5wgw5,2h69fsxk,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.3,1.0,0,intrasession-block,128,0.31772857904434204,0.7761655449867249,0.4387049674987793,0.3214249014854431,0.3214249014854431
monkeys,meu5wgw5,8uyem4p8,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,2.5e-05,0.08,0.5,0,intrasession-block,128,0.3171633780002594,0.7727304697036743,0.4145209491252899,0.32032549381256104,0.32032549381256104
monkeys,meu5wgw5,z747bjr6,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.1,1.0,0,intrasession-block,128,0.31659331917762756,0.7768436074256897,0.44242727756500244,0.31980717182159424,0.31980717182159424
monkeys,meu5wgw5,jog6i2qz,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.5e-05,0.3,1.0,0,intrasession-block,128,0.31644487380981445,0.7766432762145996,0.45197322964668274,0.3327040672302246,0.3327040672302246
monkeys,meu5wgw5,l2dzy2g7,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.08,0.5,0,intrasession-block,128,0.3152863681316376,0.7752048969268799,0.4161731004714966,0.32866373658180237,0.32866373658180237
monkeys,meu5wgw5,25gpxaml,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.1,1.0,0,intrasession-block,128,0.30688101053237915,0.7740164995193481,0.41750288009643555,0.33267131447792053,0.33267131447792053
monkeys,meu5wgw5,r0t5opet,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,2.75e-05,0.08,1.0,0,intrasession-block,128,0.033210333436727524,0.5025516748428345,0.0191489364951849,0.125,0.125
monkeys,meu5wgw5,ibj0v1y4,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.2,3e-05,0.3,0.5,0,intrasession-block,128,0.033210333436727524,0.5025516748428345,0.0191489364951849,0.125,0.125
monkeys,meu5wgw5,jv3kxwll,poyo_eeg_neurosoft_8band,finished,per_channel_cwt_cnn,0.4,3e-05,0.3,1.0,0,intrasession-block,128,0.033210333436727524,0.5025516748428345,0.0191489364951849,0.125,0.125
