species,sweep_id,run_id,run_name,state,embed_dim,depth,self_heads,cross_heads,channel_emb_fraction,tokenizer,weight_decay,learning_rate,atn_dropout,grad_clip,fold,split_type,batch_size,f1,auroc,precision,recall,balanced_acc
minipigs,ov9f1g0n,0r1tqt75,poyo_eeg_neurosoft_8band,finished,64,4,6,8,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35685664415359497,0.7705519795417786,0.3715187907218933,0.3583102226257324,0.3583102226257324
minipigs,ov9f1g0n,bo35anvs,poyo_eeg_neurosoft_8band,finished,64,4,6,8,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35679811239242554,0.7798709869384766,0.37918251752853394,0.35930323600769043,0.35930323600769043
minipigs,ov9f1g0n,klnxyzld,poyo_eeg_neurosoft_8band,finished,32,4,8,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35678818821907043,0.7702195644378662,0.3726275861263275,0.35531914234161377,0.35531914234161377
minipigs,ov9f1g0n,ghvjfljp,poyo_eeg_neurosoft_8band,finished,32,4,6,6,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35649681091308594,0.7651110291481018,0.3745177388191223,0.3605148494243622,0.3605148494243622
minipigs,ov9f1g0n,n0kzq2bw,poyo_eeg_neurosoft_8band,finished,128,2,6,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3562416732311249,0.7754095792770386,0.377335786819458,0.3534356653690338,0.3534356653690338
minipigs,ov9f1g0n,8nqw3xef,poyo_eeg_neurosoft_8band,finished,32,2,6,8,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35621505975723267,0.7729364633560181,0.3768468499183655,0.3596789240837097,0.3596789240837097
minipigs,ov9f1g0n,qhfjms7a,poyo_eeg_neurosoft_8band,finished,128,4,6,8,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.355482280254364,0.7755443453788757,0.3745690584182739,0.35398685932159424,0.35398685932159424
minipigs,ov9f1g0n,cwbyxlx9,poyo_eeg_neurosoft_8band,finished,256,2,8,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35469505190849304,0.7718721628189087,0.37063831090927124,0.35265371203422546,0.35265371203422546
minipigs,ov9f1g0n,5651p3x3,poyo_eeg_neurosoft_8band,finished,32,4,8,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35458001494407654,0.7687444090843201,0.36887574195861816,0.3565601110458374,0.3565601110458374
minipigs,ov9f1g0n,duzd10tb,poyo_eeg_neurosoft_8band,finished,32,4,8,6,1/3,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3542969226837158,0.7703714370727539,0.37247031927108765,0.35322803258895874,0.35322803258895874
minipigs,ov9f1g0n,klag1djr,poyo_eeg_neurosoft_8band,finished,256,2,8,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35398179292678833,0.771485447883606,0.37026888132095337,0.3506721258163452,0.3506721258163452
minipigs,ov9f1g0n,zdvg8xtu,poyo_eeg_neurosoft_8band,finished,64,2,6,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3535487651824951,0.7721633911132812,0.3736610412597656,0.356505423784256,0.356505423784256
minipigs,ov9f1g0n,25ljgamv,poyo_eeg_neurosoft_8band,finished,32,4,8,8,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35217756032943726,0.7671676874160767,0.35976243019104004,0.3552522659301758,0.3552522659301758
minipigs,ov9f1g0n,j1e9h7xs,poyo_eeg_neurosoft_8band,finished,256,4,6,8,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35206347703933716,0.7742576003074646,0.3666723370552063,0.34964197874069214,0.34964197874069214
minipigs,ov9f1g0n,h0crhmqh,poyo_eeg_neurosoft_8band,finished,32,4,6,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3518131375312805,0.7649891376495361,0.36263036727905273,0.3520735800266266,0.3520735800266266
minipigs,ov9f1g0n,erzsu8vx,poyo_eeg_neurosoft_8band,finished,64,2,8,8,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.35156160593032837,0.7701709270477295,0.37187880277633667,0.34765487909317017,0.34765487909317017
minipigs,ov9f1g0n,yudozq7g,poyo_eeg_neurosoft_8band,finished,32,4,6,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3513762354850769,0.766192615032196,0.3665494918823242,0.35137784481048584,0.35137784481048584
minipigs,ov9f1g0n,t0vjuxi0,poyo_eeg_neurosoft_8band,finished,32,4,8,6,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3505459129810333,0.7695394158363342,0.3651200532913208,0.3486725091934204,0.3486725091934204
minipigs,ov9f1g0n,jtjwfha1,poyo_eeg_neurosoft_8band,finished,64,2,6,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.350381076335907,0.7714880108833313,0.3700203597545624,0.3538458049297333,0.3538458049297333
minipigs,ov9f1g0n,kywu481g,poyo_eeg_neurosoft_8band,finished,32,2,6,6,1/3,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.34980788826942444,0.7619503140449524,0.3660195469856262,0.354493111371994,0.354493111371994
minipigs,ov9f1g0n,mw7dsvvw,poyo_eeg_neurosoft_8band,finished,256,2,6,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3482173681259155,0.7668524384498596,0.3577249050140381,0.347308874130249,0.347308874130249
minipigs,ov9f1g0n,7312nft2,poyo_eeg_neurosoft_8band,finished,32,4,6,8,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.34754109382629395,0.7657595872879028,0.3618929982185364,0.35183924436569214,0.35183924436569214
minipigs,ov9f1g0n,g94pyjzw,poyo_eeg_neurosoft_8band,finished,256,4,6,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.34678733348846436,0.7700238227844238,0.35986292362213135,0.34561973810195923,0.34561973810195923
minipigs,ov9f1g0n,qeirkqlp,poyo_eeg_neurosoft_8band,finished,256,2,6,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.34636032581329346,0.7666549682617188,0.36143890023231506,0.3448176085948944,0.3448176085948944
minipigs,ov9f1g0n,rvwt6f1u,poyo_eeg_neurosoft_8band,finished,32,2,6,6,1/3,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3417108952999115,0.761310338973999,0.36660289764404297,0.34609657526016235,0.34609657526016235
minipigs,ov9f1g0n,fsvulz0z,poyo_eeg_neurosoft_8band,finished,32,2,8,6,1/4,per_channel_resample_cnn,0.1,2.75e-05,0.2,0.5,0,intrasession-block,128,0.3406738042831421,0.7604129314422607,0.37448549270629883,0.3414037823677063,0.3414037823677063
minipigs,ov9f1g0n,wft1mnrf,poyo_eeg_neurosoft_8band,finished,32,2,8,6,1/4,per_channel_resample_cnn,0.08,2.75e-05,0.2,0.5,0,intrasession-block,128,0.34020692110061646,0.7608491778373718,0.3714015483856201,0.3431362807750702,0.3431362807750702
monkeys,104ze4mt,zrvjtixp,poyo_eeg_neurosoft_8band,finished,64,4,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5382431745529175,0.8916394710540771,0.5356448888778687,0.5484764575958252,0.5484764575958252
monkeys,104ze4mt,gdrqhz0i,poyo_eeg_neurosoft_8band,finished,128,4,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5359493494033813,0.8910102248191833,0.5326836109161377,0.5422683954238892,0.5422683954238892
monkeys,104ze4mt,4zemuq6q,poyo_eeg_neurosoft_8band,finished,64,2,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5327237844467163,0.8910939693450928,0.5314146876335144,0.5372041463851929,0.5372041463851929
monkeys,104ze4mt,tc2yhyyq,poyo_eeg_neurosoft_8band,finished,128,4,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.52730393409729,0.8896399736404419,0.5267506837844849,0.5326343774795532,0.5326343774795532
monkeys,104ze4mt,u18uks5n,poyo_eeg_neurosoft_8band,finished,128,4,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.527045488357544,0.8917101621627808,0.532232403755188,0.5281635522842407,0.5281635522842407
monkeys,104ze4mt,0618a0oq,poyo_eeg_neurosoft_8band,finished,128,2,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5264360904693604,0.8910478353500366,0.5241439342498779,0.5317026376724243,0.5317026376724243
monkeys,104ze4mt,h4qsn42i,poyo_eeg_neurosoft_8band,finished,128,4,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5254884362220764,0.891760528087616,0.5353575944900513,0.530984103679657,0.530984103679657
monkeys,104ze4mt,t2e03kxa,poyo_eeg_neurosoft_8band,finished,64,4,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5250797867774963,0.8874775171279907,0.5249270796775818,0.5341404676437378,0.5341404676437378
monkeys,104ze4mt,rpe99rj5,poyo_eeg_neurosoft_8band,finished,64,4,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5246628522872925,0.8864010572433472,0.5303674936294556,0.5288218259811401,0.5288218259811401
monkeys,104ze4mt,ign3t7c2,poyo_eeg_neurosoft_8band,finished,64,2,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5246530771255493,0.8846710920333862,0.5299093127250671,0.5247633457183838,0.5247633457183838
monkeys,104ze4mt,y9w8mwny,poyo_eeg_neurosoft_8band,finished,128,2,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5237646102905273,0.8880044221878052,0.5279507040977478,0.5267083048820496,0.5267083048820496
monkeys,104ze4mt,m62v4h8x,poyo_eeg_neurosoft_8band,finished,32,2,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5230560302734375,0.8863446712493896,0.5250811576843262,0.5240947008132935,0.5240947008132935
monkeys,104ze4mt,f28plro0,poyo_eeg_neurosoft_8band,finished,32,4,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5225673913955688,0.8834414482116699,0.5305005311965942,0.524177610874176,0.524177610874176
monkeys,104ze4mt,suf76zsb,poyo_eeg_neurosoft_8band,finished,256,2,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5222917795181274,0.8895369172096252,0.5269286632537842,0.5268287062644958,0.5268287062644958
monkeys,104ze4mt,yg3rba2i,poyo_eeg_neurosoft_8band,finished,64,2,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5214056372642517,0.8880927562713623,0.5233211517333984,0.527241587638855,0.527241587638855
monkeys,104ze4mt,ns6sowuq,poyo_eeg_neurosoft_8band,finished,64,4,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5199922919273376,0.8848623633384705,0.5264687538146973,0.5205990076065063,0.5205990076065063
monkeys,104ze4mt,30obvrzl,poyo_eeg_neurosoft_8band,finished,256,2,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5196264982223511,0.8868750333786011,0.5228116512298584,0.5275757312774658,0.5275757312774658
monkeys,104ze4mt,bqyv9v3l,poyo_eeg_neurosoft_8band,finished,128,2,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5181958675384521,0.889107882976532,0.5234439373016357,0.5301729440689087,0.5301729440689087
monkeys,104ze4mt,efw07dzs,poyo_eeg_neurosoft_8band,finished,128,2,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5180716514587402,0.8855381011962891,0.5264259576797485,0.5213494300842285,0.5213494300842285
monkeys,104ze4mt,kphs5m9g,poyo_eeg_neurosoft_8band,finished,32,2,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5179912447929382,0.8839664459228516,0.5210140943527222,0.5170851349830627,0.5170851349830627
monkeys,104ze4mt,srsbwxnp,poyo_eeg_neurosoft_8band,finished,64,2,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.517444372177124,0.887282133102417,0.5314784049987793,0.523105263710022,0.523105263710022
monkeys,104ze4mt,sxxpov8k,poyo_eeg_neurosoft_8band,finished,64,2,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5171411037445068,0.8857376575469971,0.5250632166862488,0.522575855255127,0.522575855255127
monkeys,104ze4mt,sc59c93c,poyo_eeg_neurosoft_8band,finished,256,2,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5169452428817749,0.8876269459724426,0.5188878774642944,0.5205554366111755,0.5205554366111755
monkeys,104ze4mt,zefg9rb4,poyo_eeg_neurosoft_8band,finished,128,4,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5161252021789551,0.8838675022125244,0.5190724730491638,0.5211609601974487,0.5211609601974487
monkeys,104ze4mt,2aklt9kk,poyo_eeg_neurosoft_8band,finished,256,2,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5158877372741699,0.8859105706214905,0.5150787830352783,0.5225218534469604,0.5225218534469604
monkeys,104ze4mt,e490swvp,poyo_eeg_neurosoft_8band,finished,32,2,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5154533386230469,0.8853601217269897,0.5338041186332703,0.5167633295059204,0.5167633295059204
monkeys,104ze4mt,wbhnvbam,poyo_eeg_neurosoft_8band,finished,256,2,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5150372982025146,0.8889963626861572,0.5208967328071594,0.5195630788803101,0.5195630788803101
monkeys,104ze4mt,8xfab29p,poyo_eeg_neurosoft_8band,finished,64,2,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5141047835350037,0.88399738073349,0.5205458402633667,0.5195066928863525,0.5195066928863525
monkeys,104ze4mt,vgsvl4ik,poyo_eeg_neurosoft_8band,finished,32,2,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5139673948287964,0.8816244602203369,0.5132010579109192,0.5234163999557495,0.5234163999557495
monkeys,104ze4mt,nr961axj,poyo_eeg_neurosoft_8band,finished,256,4,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5136750936508179,0.8826854825019836,0.5228555202484131,0.516573429107666,0.516573429107666
monkeys,104ze4mt,30l8j14z,poyo_eeg_neurosoft_8band,finished,128,2,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5133772492408752,0.8817172646522522,0.513607382774353,0.5165643692016602,0.5165643692016602
monkeys,104ze4mt,bauatmn1,poyo_eeg_neurosoft_8band,finished,32,4,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5131937265396118,0.8802527785301208,0.5176345109939575,0.5152838230133057,0.5152838230133057
monkeys,104ze4mt,f46ozyt0,poyo_eeg_neurosoft_8band,finished,64,2,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5130144953727722,0.8856939077377319,0.5198150277137756,0.5181065797805786,0.5181065797805786
monkeys,104ze4mt,dx3yr0h2,poyo_eeg_neurosoft_8band,finished,64,2,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5128527283668518,0.8833919763565063,0.5186430215835571,0.5154832601547241,0.5154832601547241
monkeys,104ze4mt,205lhszx,poyo_eeg_neurosoft_8band,finished,256,2,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5127072334289551,0.8861707448959351,0.5178872346878052,0.5156573057174683,0.5156573057174683
monkeys,104ze4mt,lt457am9,poyo_eeg_neurosoft_8band,finished,32,2,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5122976303100586,0.8835886120796204,0.5185645818710327,0.5151277184486389,0.5151277184486389
monkeys,104ze4mt,eyjnmvbz,poyo_eeg_neurosoft_8band,finished,128,4,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5120992064476013,0.880217969417572,0.522190511226654,0.5140422582626343,0.5140422582626343
monkeys,104ze4mt,mr3fxysn,poyo_eeg_neurosoft_8band,finished,32,2,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5115072727203369,0.8812330961227417,0.5207990407943726,0.5165624618530273,0.5165624618530273
monkeys,104ze4mt,2j0si1ev,poyo_eeg_neurosoft_8band,finished,256,4,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5112977623939514,0.8849380016326904,0.5139038562774658,0.5197567939758301,0.5197567939758301
monkeys,104ze4mt,2593gec2,poyo_eeg_neurosoft_8band,finished,64,4,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5109663009643555,0.8845487833023071,0.5159175992012024,0.5207821130752563,0.5207821130752563
monkeys,104ze4mt,eruvqxms,poyo_eeg_neurosoft_8band,finished,32,4,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5105940103530884,0.8824907541275024,0.5167224407196045,0.5210599899291992,0.5210599899291992
monkeys,104ze4mt,ev35krs6,poyo_eeg_neurosoft_8band,finished,256,4,8,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5104562044143677,0.8850564956665039,0.5192025303840637,0.5162995457649231,0.5162995457649231
monkeys,104ze4mt,23mdonfk,poyo_eeg_neurosoft_8band,finished,32,4,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5103012323379517,0.8793587684631348,0.511925220489502,0.5152761340141296,0.5152761340141296
monkeys,104ze4mt,q7k7nzjj,poyo_eeg_neurosoft_8band,finished,256,2,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5100198984146118,0.8858115673065186,0.5171121954917908,0.5154620409011841,0.5154620409011841
monkeys,104ze4mt,jjb1gnrf,poyo_eeg_neurosoft_8band,finished,32,2,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5091391801834106,0.8804068565368652,0.5083367824554443,0.5129194259643555,0.5129194259643555
monkeys,104ze4mt,k3o99slz,poyo_eeg_neurosoft_8band,finished,64,4,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5080035328865051,0.881436288356781,0.5158393383026123,0.5108541250228882,0.5108541250228882
monkeys,104ze4mt,j6f5jqd7,poyo_eeg_neurosoft_8band,finished,128,4,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5078251361846924,0.8793107867240906,0.504310131072998,0.5150506496429443,0.5150506496429443
monkeys,104ze4mt,ajsl8m3h,poyo_eeg_neurosoft_8band,finished,256,4,8,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5077054500579834,0.8847461938858032,0.5156055688858032,0.5119017362594604,0.5119017362594604
monkeys,104ze4mt,rlywgofn,poyo_eeg_neurosoft_8band,finished,128,2,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5072873830795288,0.8801884651184082,0.5094900131225586,0.5094127655029297,0.5094127655029297
monkeys,104ze4mt,1qzw8tg2,poyo_eeg_neurosoft_8band,finished,256,4,6,8,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5068368911743164,0.8832135200500488,0.5102105140686035,0.5098661184310913,0.5098661184310913
monkeys,104ze4mt,hi3niel8,poyo_eeg_neurosoft_8band,finished,32,4,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5050933957099915,0.88134765625,0.5058215856552124,0.5089889168739319,0.5089889168739319
monkeys,104ze4mt,3b5jtuj9,poyo_eeg_neurosoft_8band,finished,256,2,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5035740733146667,0.8810746669769287,0.5040963888168335,0.508863091468811,0.508863091468811
monkeys,104ze4mt,pzgcikfw,poyo_eeg_neurosoft_8band,finished,32,4,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5023653507232666,0.8772718906402588,0.503708004951477,0.5069042444229126,0.5069042444229126
monkeys,104ze4mt,qanki1ok,poyo_eeg_neurosoft_8band,finished,128,4,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5019397735595703,0.8842586278915405,0.5156168937683105,0.5056095123291016,0.5056095123291016
monkeys,104ze4mt,wgyxwwal,poyo_eeg_neurosoft_8band,finished,256,4,6,8,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.5004310607910156,0.8794336318969727,0.5039719343185425,0.5050493478775024,0.5050493478775024
monkeys,104ze4mt,055ik7f0,poyo_eeg_neurosoft_8band,finished,256,4,8,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.49950745701789856,0.8761612176895142,0.5019418597221375,0.5057246685028076,0.5057246685028076
monkeys,104ze4mt,gqe4ic5p,poyo_eeg_neurosoft_8band,finished,256,4,8,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.4964740574359894,0.8767772912979126,0.4966736435890198,0.4989309310913086,0.4989309310913086
monkeys,104ze4mt,s0zjt6zn,poyo_eeg_neurosoft_8band,finished,128,2,6,6,,per_channel_resample_cnn_add,0.3,2.5e-05,0.4,1.0,0,intrasession-block,128,0.49450257420539856,0.8754223585128784,0.4987093210220337,0.5025295615196228,0.5025295615196228
monkeys,104ze4mt,28rai429,poyo_eeg_neurosoft_8band,finished,128,2,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.4909096360206604,0.8732466697692871,0.4942893385887146,0.49656957387924194,0.49656957387924194
monkeys,104ze4mt,7zmo69yz,poyo_eeg_neurosoft_8band,finished,32,2,6,6,,per_channel_resample_cnn_add,0.08,2.5e-05,0.4,1.0,0,intrasession-block,128,0.3317025303840637,0.7904092073440552,0.44806334376335144,0.3522372841835022,0.3522372841835022
