condition,species,subject,recording,base_lr,adapter_warmup_steps,source,cell_id,run_id,run_name,state,test_supported_f1,best_val_supported_f1,analysis_eligible,analysis_error,stable_step,censored
transfer_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,30845541,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.4016087055206299,0.5172094702720642,True,,857.0,False
transfer_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,37740c75,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.3948521614074707,0.5002079010009766,True,,1781.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,e30c0564,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.3496263921260834,0.490017831325531,True,,1715.0,False
transfer_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,f1cf1e0f,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.39408883452415466,0.5222182273864746,True,,3761.0,True
transfer_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,1f7fe207,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.4514887034893036,0.5217680335044861,True,,1979.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,cac8c1a4,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.4187561273574829,0.5247402191162109,True,,1055.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,e67a932a,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.3638901710510254,0.05012531206011772,True,,1121.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,daa91534,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.359200119972229,0.49372613430023193,True,,1385.0,False
transfer_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,0a8c2c2d,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.36463290452957153,0.07155297696590424,True,,1451.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,080058b1,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.3673262298107147,0.507392168045044,True,,2243.0,False
transfer_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,fb745f8b,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.45826536417007446,0.47877368330955505,True,,5657.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,efdb5f3e,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.40317457914352417,0.5072600841522217,True,,1385.0,False
transfer_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,c270baa5,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.3400264084339142,0.42553454637527466,True,,8445.0,False
transfer_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,a6620327,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.5865000486373901,0.6138219833374023,True,,6559.0,True
transfer_uniform,minipigs,sub-01,sub-01_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,96517663,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.4162220954895019,0.5244103670120239,True,,857.0,False
transfer_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,1d050bc2,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.4385373890399933,0.550544798374176,True,,2459.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,6483617e,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.3661170303821564,0.4604528248310089,True,,7707.0,False
transfer_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,da4c64c6,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.5349937081336975,0.6264549493789673,True,,5247.0,False
transfer_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,1a51368c,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.48606693744659424,0.5626425743103027,True,,5657.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,baf8c5a3,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.364626944065094,0.5881500244140625,True,,1311.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,749af43c,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.3494596779346466,0.4204753637313843,True,,10331.0,False
transfer_adapter_warmup_uniform,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,9c11e5f9,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.38110607862472534,0.5613909959793091,True,,2705.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,5fdb74e6,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.38168591260910034,0.5932564735412598,True,,3361.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,509ac710,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.4188647866249085,0.5554381608963013,True,,1931.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,ca64d735,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.41444048285484314,0.551331639289856,True,,2299.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-01,sub-01_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,123b1ee2,phase4d-transfer-lr-warmup__minipigs__sub-01_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-01-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.49280810356140137,0.5740167498588562,True,,5247.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,ef2b9529,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.4277664124965668,0.6151342391967773,True,,4231.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,821d185a,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.41688284277915955,0.5036492943763733,True,,551.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,1458329b,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.3922178447246551,0.5240871906280518,True,,965.0,False
transfer_adapter_warmup_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,fb3aa591,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.40543198585510254,0.49285030364990234,True,,1287.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,5e7f0610,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.4435962438583374,0.4846941828727722,True,,1977.0,False
transfer_adapter_warmup_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,7dcd5847,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.4469583928585053,0.5405562520027161,True,,965.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,24ce14e1,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.3999722898006439,0.4945639073848725,True,,1977.0,False
transfer_adapter_warmup_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,7aed6a36,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.4322165846824646,0.5600361227989197,True,,1379.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,b5bec8e2,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.44175323843955994,0.4905422627925873,True,,747.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,1fc51435,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.4015308320522308,0.5623812079429626,True,,2207.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,4dd03661,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.4324624240398407,0.5275649428367615,True,,873.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,74843022,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.4383533000946045,0.46042999625205994,True,,2375.0,False
transfer_adapter_warmup_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,cd2a8854,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.3914641737937927,0.45790690183639526,True,,1671.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,d7c9faad,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.43191349506378174,0.4628071188926697,True,,1187.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,71aadce9,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.4352585971355438,0.41682168841362,True,,2815.0,False
transfer_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,541473a0,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.440621554851532,0.44936227798461914,True,,1363.0,False
transfer_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,d357eeed,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.32295405864715576,0.3450160622596741,True,,1715.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,9f40fee5,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.3592430055141449,0.44734781980514526,True,,1099.0,False
transfer_adapter_warmup_uniform,minipigs,sub-02,sub-02_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,4db9a52b,phase4d-transfer-lr-warmup__minipigs__sub-02_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-02-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.4411475658416748,0.495928943157196,True,,1451.0,False
