condition,species,subject,recording,base_lr,adapter_warmup_steps,source,cell_id,run_id,run_name,state,test_supported_f1,best_val_supported_f1,analysis_eligible,analysis_error,stable_step,censored
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,097c4872,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.9812944531440736,0.9625850915908812,True,,1084.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,b54f8b01,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.8447424173355103,0.8945702314376831,True,,2239.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,2899eb62,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.5216851234436035,0.8118259310722351,True,,1014.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,79f218c7,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.9258553981781006,0.6567599773406982,True,,4339.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,dc95f106,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.5698833465576172,0.833143413066864,True,,734.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,7ba3df62,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.6070898175239563,0.7730764746665955,True,,3079.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,9bce9579,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.5520634055137634,0.829054594039917,True,,419.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,20fe63fc,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.6013950109481812,0.7927219271659851,True,,1294.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,6e22bece,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.5448586344718933,0.8440549373626709,True,,1539.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,ecad1b28,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.5959262847900391,0.8232513666152954,True,,1154.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,b29603b0,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.5324746966362,0.6449018716812134,True,,3254.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,2d9f0544,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.533620297908783,0.8169568777084351,True,,839.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,0c53d401,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.5959380269050598,0.7933002710342407,True,,1504.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,33b0db0c,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.5480207800865173,0.8429586291313171,True,,1014.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-01_task-AcousStim_acq-RH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,05f7c687,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-01_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.6640899181365967,0.8306326270103455,True,,839.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,988f9538,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.25921350717544556,0.3296518623828888,True,,1910.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,8c8aaa49,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.27002930641174316,0.32395654916763306,True,,1420.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,67eef832,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.21708957850933075,0.2998538017272949,True,,7790.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,31c4eb93,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.2413581609725952,0.3536708950996399,True,,2939.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,7aec4cd3,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.24902594089508057,0.35462021827697754,True,,3380.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,aeb2caf6,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.25223463773727417,0.35115063190460205,True,,3527.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,44a1d526,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.2499835044145584,0.34305697679519653,True,,2547.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,35b70bb7,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.23718172311782837,0.32102349400520325,True,,4507.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,e3c81cdd,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.21799246966838837,0.3011177182197571,True,,7300.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,9c01ae13,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.27293917536735535,0.3457045555114746,True,,3282.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,53b3bd40,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.2379433512687683,0.29672861099243164,True,,2792.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,68e08875,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.2786606550216675,0.37134307622909546,True,,3478.0,True
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,3e96d2b3,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.2748875021934509,0.32545050978660583,True,,783.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,dd779e51,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.2815857529640198,0.3274664878845215,True,,6614.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,bb976097,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0015__f1__t42,finished,0.3132982850074768,0.360195130109787,True,,2498.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,1dce0d8b,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.29617154598236084,0.3507169485092163,True,,1763.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,bb547b26,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p003__f1__t42,finished,0.3274935483932495,0.34938162565231323,True,,1469.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,3fa19483,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.2787376046180725,0.3296637535095215,True,,1812.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,c277af1c,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.2764241397380829,0.09122017025947572,True,,2253.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,99fe120e,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.3161031901836395,0.3677995800971985,True,,3331.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,fe892167,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0015__f1__t42,finished,0.28553420305252075,0.33891332149505615,True,,1567.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,35e54256,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0003__f1__t42,finished,0.29651719331741333,0.15529882907867432,True,,8231.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.0015,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,104ea78e,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p0015__f1__t42,finished,0.3016813397407532,0.3913767039775848,True,,4605.0,False
transfer_adapter_warmup_discriminative,minipigs,sub-04,sub-04_ses-02_task-AcousStim_acq-RH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,eba829be,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-02_task-AcousStim_acq-RH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_discriminative__lr0p003__f1__t42,finished,0.3190564513206482,0.3788309395313263,True,,2498.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,2390d1ad,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0003__f1__t42,finished,0.21316811442375183,0.35596808791160583,True,,3379.0,False
transfer_discriminative,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.0003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,79e40a81,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_discriminative__lr0p0003__f1__t42,finished,0.16302165389060974,0.2646832764148712,True,,2287.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.003,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,fa7927a0,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p003__f1__t42,finished,0.24054306745529175,0.3974720239639282,True,,1559.0,False
transfer_uniform,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.0015,0,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,dff37d83,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_uniform__lr0p0015__f1__t42,finished,0.22802802920341492,0.357870489358902,True,,1559.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.0003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,be5ba229,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p0003__f1__t42,finished,0.1999860554933548,0.30715644359588623,True,,3379.0,False
transfer_adapter_warmup_uniform,minipigs,sub-04,sub-04_ses-03_task-AcousStim_acq-LH_desc-raw,0.003,500,pretrained,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,23d75102,phase4d-transfer-lr-warmup__minipigs__sub-04_ses-03_task-AcousStim_acq-LH_desc-raw__fullpool-minipigs-sub-04-sel42-model42-step500__transfer_adapter_warmup_uniform__lr0p003__f1__t42,finished,0.19430415332317352,0.10728402435779572,True,,1715.0,False
